source_ip,timestamp,label,length,sequence
10.69.77.209,2024-09-29T07:35:00Z,port-scan,25,connection-failed connection-failed connection-failed connection-failed process-ended connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed
10.12.238.121,2024-09-26T00:36:00Z,benign,17,user-session-open process-ended http-request-success process-started process-started process-info network-traffic authentication-success process-started user-session-open user-session-open file-read network-traffic process-started authentication-success hardware-monitoring network-traffic
10.125.117.69,2024-05-10T11:09:00Z,lateral-movement,31,user-session-open authentication-failed authentication-failed connection-opened connection-opened authentication-failed connection-opened user-session-open authentication-failed authentication-failed user-session-open authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed user-session-open authentication-failed authentication-failed authentication-success connection-opened connection-opened authentication-failed connection-opened authentication-success user-session-open authentication-failed authentication-success connection-opened authentication-success connection-opened
10.221.39.210,2024-10-01T19:30:00Z,data-exfiltration,39,file-read network-traffic network-traffic file-read file-read file-write file-read file-read file-read file-read file-read file-read file-read network-traffic file-read file-read file-read file-read network-traffic file-read file-read network-traffic file-read file-read file-write network-traffic file-read file-read file-read file-read file-read network-traffic file-write file-read network-traffic file-read file-write file-read file-read
10.98.131.1,2024-09-20T23:22:00Z,port-scan,27,connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed
10.32.220.2,2024-05-28T14:33:00Z,defense-evasion,20,process-started system-configuration-changed system-configuration-changed system-configuration-changed file-modification system-configuration-changed system-configuration-changed system-configuration-changed system-configuration-changed system-configuration-changed system-configuration-changed process-ended process-started system-configuration-changed system-configuration-changed process-started system-configuration-changed file-modification system-configuration-changed system-configuration-changed
10.236.205.251,2024-04-06T05:22:00Z,dos,296,connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed
10.12.137.72,2024-04-26T08:58:00Z,defense-evasion,21,process-started process-started system-configuration-changed file-modification process-started system-configuration-changed process-ended system-configuration-changed process-started process-ended file-modification system-configuration-changed system-configuration-changed system-configuration-changed system-configuration-changed process-started file-modification system-configuration-changed process-ended process-ended process-ended
10.33.154.125,2024-10-29T18:49:00Z,data-destruction,34,directory-deleted file-deleted file-deleted file-deleted directory-deleted file-deleted file-deleted file-deleted file-deleted file-deleted file-deleted directory-deleted file-deleted file-deleted file-deleted directory-deleted file-deleted process-started file-deleted file-deleted directory-deleted file-deleted file-deleted file-deleted file-deleted file-deleted file-deleted file-deleted file-deleted file-deleted file-deleted file-deleted file-deleted file-modification
10.196.12.221,2024-05-27T13:45:00Z,lateral-movement,48,authentication-success connection-closed authentication-failed authentication-failed authentication-success authentication-failed user-session-open authentication-failed authentication-failed connection-opened authentication-success authentication-failed connection-opened authentication-failed authentication-failed authentication-failed user-session-open authentication-failed user-session-open authentication-success authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed user-session-open user-session-open authentication-failed connection-opened connection-opened authentication-failed authentication-failed authentication-failed authentication-success authentication-failed process-info authentication-failed authentication-failed authentication-failed authentication-failed connection-opened connection-opened authentication-success authentication-failed connection-opened connection-opened authentication-failed authentication-failed
10.96.193.241,2024-03-21T05:26:00Z,credential-stuffing,40,authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-success authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-success authentication-failed authentication-failed authentication-success authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-success authentication-failed authentication-failed
10.215.126.114,2024-08-11T02:12:00Z,dos,429,connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed
10.2.71.159,2024-08-16T00:36:00Z,slow-brute-force,102,authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed http-request-success authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed connection-closed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed
10.25.0.44,2024-12-12T13:04:00Z,port-scan,52,connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed authentication-success connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed authentication-success connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed
10.175.93.10,2024-12-13T08:55:00Z,ids-triggered,16,ids-alert ids-alert network-filtered ids-alert connection-failed connection-failed connection-failed ids-alert network-filtered network-filtered network-filtered connection-failed connection-failed connection-failed network-filtered connection-failed
10.194.210.156,2024-04-23T17:00:00Z,brute-force,28,authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed connection-closed authentication-failed process-info authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed
10.71.84.14,2024-05-28T13:46:00Z,port-scan,49,connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed network-traffic connection-failed
10.244.254.21,2024-05-15T02:23:00Z,benign,8,http-request-success network-traffic hardware-monitoring hardware-monitoring file-read file-read user-session-open user-session-open
10.61.90.58,2024-09-26T18:22:00Z,slow-brute-force,73,authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed hardware-monitoring authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed
10.29.74.246,2024-12-26T21:22:00Z,benign,8,process-info file-read file-read connection-closed user-session-open authentication-success network-traffic network-traffic
10.25.224.96,2024-07-01T14:46:00Z,defense-evasion,18,system-configuration-changed system-configuration-changed connection-closed system-configuration-changed http-request-success process-ended system-configuration-changed system-configuration-changed system-configuration-changed system-configuration-changed process-started system-configuration-changed system-configuration-changed file-modification process-ended system-configuration-changed system-configuration-changed process-started
10.126.179.235,2024-07-06T22:58:00Z,ids-triggered,14,connection-failed network-filtered connection-failed ids-alert connection-failed network-filtered network-filtered connection-failed ids-alert ids-alert network-filtered connection-failed network-filtered ids-alert
10.204.86.103,2024-02-26T18:56:00Z,brute-force,30,authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed file-read authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed
10.107.140.156,2024-11-01T09:41:00Z,dos,271,connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed
10.206.189.138,2024-12-16T04:31:00Z,account-creation,7,user-creation user-session-open authentication-success user-creation user-creation user-session-open user-creation
10.158.6.126,2024-02-06T18:24:00Z,slow-brute-force,68,authentication-failed authentication-failed hardware-monitoring authentication-failed authentication-failed authentication-failed user-session-open authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed user-session-open authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed connection-closed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed process-started authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-success http-request-success authentication-failed authentication-failed authentication-failed network-traffic user-logout authentication-failed
10.85.75.60,2024-04-09T12:20:00Z,lateral-movement,26,authentication-failed user-session-open authentication-failed authentication-failed authentication-failed user-session-open authentication-failed authentication-failed authentication-failed network-traffic connection-opened authentication-failed user-session-open authentication-failed authentication-success authentication-failed authentication-failed user-session-open user-logout hardware-monitoring authentication-failed connection-opened connection-opened authentication-failed user-session-open authentication-success
10.217.198.68,2024-05-01T19:50:00Z,data-exfiltration,38,file-read file-read network-traffic network-traffic network-traffic network-traffic file-read file-write network-traffic file-write network-traffic file-write network-traffic file-read file-read file-read network-traffic process-started file-read network-traffic file-write hardware-monitoring network-traffic file-read file-write file-read file-read network-traffic file-read file-write file-read file-read file-write network-traffic file-write file-read file-read file-read
10.89.203.38,2024-01-25T15:14:00Z,slow-brute-force,75,authentication-failed authentication-failed authentication-failed http-request-success authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed connection-opened authentication-failed authentication-failed process-info authentication-failed authentication-failed hardware-monitoring process-info authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed http-request-success authentication-failed authentication-failed process-info authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed process-ended authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed process-ended authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-success authentication-failed authentication-failed
10.231.133.179,2024-09-08T22:10:00Z,file-discovery,48,process-started file-read file-read file-read directory-changed directory-changed file-read file-read file-read file-read file-read file-read directory-changed directory-changed file-read file-read file-read file-read file-read file-read file-read http-request-success file-read directory-changed file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read
10.219.219.191,2024-05-15T14:36:00Z,benign,15,file-read connection-closed process-started connection-closed user-logout process-info user-session-open http-request-success process-info process-ended process-ended authentication-success network-traffic process-info network-traffic
10.172.177.109,2024-01-30T13:19:00Z,defense-evasion,19,process-started system-configuration-changed process-ended process-started system-configuration-changed process-ended process-started system-configuration-changed system-configuration-changed system-configuration-changed system-configuration-changed process-ended process-started system-configuration-changed system-configuration-changed http-request-success file-modification process-ended system-configuration-changed
10.241.50.234,2024-04-13T23:26:00Z,slow-brute-force,90,authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed network-traffic authentication-failed file-read authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed hardware-monitoring authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed network-traffic authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed file-read authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed process-ended authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed hardware-monitoring authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed
10.143.51.101,2024-05-17T01:06:00Z,brute-force,25,authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed connection-opened authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed
10.206.71.91,2024-08-04T10:12:00Z,file-discovery,19,file-read file-read file-read file-read file-read file-read file-read file-read directory-changed file-read connection-closed process-info file-read file-read file-read file-read file-read directory-changed file-read
10.212.63.55,2024-01-18T10:25:00Z,dos,301,connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed
